Solved,Solution,Fitness,Population,Iterations,Elapsed Time,Initial Solution,Standard Deviation,Initial Population,Tolerance,Maximum Iterations,c1,c2,Neighbourhood size,Inertia,alpha,Maximum Velocity
True,[ 0.0554821 ],1.10714e-08,16,500,0.0093254,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0926904 ],7.0864e-08,16,500,0.0170575,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.031937 ],2.52279e-08,16,500,0.0169449,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.00716569 ],4.30453e-08,16,500,0.0239787,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0813311 ],9.25087e-09,16,500,0.0301997,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0339633 ],1.43396e-08,16,500,0.0574265,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0403787 ],7.3022e-08,16,500,0.0692701,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0716294 ],8.336e-12,16,500,0.0846191,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
False,[ 0.0554824 ],1.97449e-07,16,500,0.013694,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0926909 ],6.95292e-08,16,500,0.0194335,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0319372 ],8.33975e-08,16,500,0.0224972,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.00716585 ],9.09462e-08,16,500,0.0304051,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.081331 ],6.04783e-09,16,500,0.0535276,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0339634 ],6.56518e-08,16,500,0.065854,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0403788 ],5.93285e-08,16,500,0.0726641,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0716294 ],1.02106e-08,16,500,0.0698189,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0554824 ],4.53213e-08,16,500,0.010238,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0926909 ],4.71885e-08,16,500,0.0216904,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0319372 ],3.84895e-08,16,500,0.0215602,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.00716585 ],1.20533e-08,16,500,0.0345395,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.081331 ],9.7995e-08,16,500,0.0402366,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0339634 ],3.79976e-08,16,500,0.0537299,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0403788 ],7.76462e-08,16,500,0.0769193,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0716294 ],6.9904e-08,16,500,0.0810852,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0554824 ],4.10585e-08,16,500,0.0149325,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0926909 ],1.8215e-08,16,500,0.0604771,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0319372 ],5.54234e-08,16,500,0.0280649,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.00716585 ],9.45773e-08,16,500,0.0363974,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.081331 ],5.40658e-08,16,500,0.0402959,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0339634 ],7.43635e-08,16,500,0.0593363,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0403788 ],9.42938e-08,16,500,0.0716681,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0716294 ],7.5135e-08,16,500,0.0742727,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0554824 ],9.13193e-08,16,500,0.0116559,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0926909 ],7.80721e-08,16,500,0.027732,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0319372 ],7.61327e-08,16,500,0.0223368,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.00716585 ],3.919e-08,16,500,0.0300381,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.081331 ],8.82433e-08,16,500,0.0377201,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0339634 ],3.7124e-09,16,500,0.0579797,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
False,[ 0.0403788 ],1.05352e-07,16,500,0.0805199,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0716294 ],6.34994e-08,16,500,0.0784288,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0554824 ],7.50322e-08,16,500,0.0146323,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0926909 ],3.16512e-08,16,500,0.020919,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0319372 ],3.74242e-08,16,500,0.0240581,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.00716585 ],7.85475e-08,16,500,0.0267465,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.081331 ],2.49439e-08,16,500,0.0378102,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0339634 ],5.56113e-08,16,500,0.0499927,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0403788 ],5.68998e-08,16,500,0.0609742,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0716294 ],4.19574e-08,16,500,0.0899469,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],9.90234e-08,16,500,0.0014993,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],3.49691e-08,16,500,0.0025,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],8.39399e-08,16,500,0.0025078,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],9.1361e-08,16,500,0.003147,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],2.58578e-08,16,500,0.0037376,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0644901 ],4.52243e-08,16,500,0.0049699,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0674052 ],3.35391e-08,16,500,0.0056687,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0671434 ],6.17756e-08,16,500,0.0084571,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],3.96664e-08,16,500,0.0013424,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],6.29213e-08,16,500,0.0027781,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],8.40062e-08,16,500,0.0024418,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],2.85421e-08,16,500,0.0037543,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],2.63533e-08,16,500,0.0035066,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0644901 ],7.06534e-08,16,500,0.005081,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0674052 ],9.783e-08,16,500,0.0075468,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0671434 ],4.29214e-08,16,500,0.0086499,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],9.81763e-08,16,500,0.0021933,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],7.04118e-08,16,500,0.0023048,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],1.09153e-08,16,500,0.0030159,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],8.89712e-08,16,500,0.0029772,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],7.27295e-08,16,500,0.0034493,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0644901 ],3.3914e-08,16,500,0.0055845,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0674052 ],3.9719e-08,16,500,0.0068623,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0671434 ],5.00279e-09,16,500,0.0067342,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],8.59551e-08,16,500,0.0015865,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],6.55378e-08,16,500,0.0020279,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],1.98577e-08,16,500,0.0023159,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],6.69684e-08,16,500,0.0028645,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],8.85708e-08,16,500,0.0039598,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0644901 ],7.42169e-09,16,500,0.0054164,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0674052 ],6.7132e-08,16,500,0.0077005,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0671434 ],9.28768e-08,16,500,0.007077,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],6.77885e-09,16,500,0.0015146,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],9.64885e-08,16,500,0.00192,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],9.24966e-08,16,500,0.0026544,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],3.2756e-08,16,500,0.003405,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],5.29529e-08,16,500,0.0038285,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0644901 ],7.18396e-09,16,500,0.0042864,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0674052 ],3.04177e-08,16,500,0.0075507,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0671434 ],9.21452e-08,16,500,0.0079617,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],9.54923e-08,16,500,0.002695,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],7.31706e-09,16,500,0.003981,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],1.58812e-08,16,500,0.0028405,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],4.91409e-08,16,500,0.0031865,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],2.77844e-09,16,500,0.0037531,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0644901 ],5.0472e-08,16,500,0.0056521,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
False,[ 0.0674052 ],2.38802e-07,16,500,0.007548,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0671434 ],4.2622e-08,16,500,0.0087984,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],1.13024e-08,16,500,0.0015596,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],7.37172e-08,16,500,0.0019444,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],7.23824e-08,16,500,0.0026592,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],6.41833e-09,16,500,0.0025722,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],9.50162e-08,16,500,0.0162647,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0644901 ],6.60583e-08,16,500,0.0199857,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0674052 ],5.09079e-08,16,500,0.0156606,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0671434 ],6.05776e-08,16,500,0.0159131,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0262752 ],5.18741e-08,16,500,0.0018959,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.044022 ],8.51197e-08,16,500,0.0023242,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0532984 ],6.10743e-08,16,500,0.002703,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.0583223 ],9.3842e-08,16,500,0.003544,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
True,[ 0.060967 ],9.02223e-08,16,500,0.0035235,[ 0.05 ],[ 0.7 ],16,1e-07,500,2.05,2.05,4,0.729,1,[ 1e+06 ]
