Solved,Solution,Fitness,Population,Iterations,Elapsed Time,Initial Solution,Standard Deviation,Initial Population,Tolerance,Maximum Iterations,Crossover Rate,Mutation Scale Factor
False,[ 0.0732339 -3.73295e+10 2.72626e+09 -1.22883e+08 6.83213e+11 2.69971e+11 ],0.68668,40,5000,9.97099,[ 0.0262753 0.040868 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,5000,0.6,0.99
False,[ 0.0732339 -6.43133e+11 5.58819e+11 4.05427e+10 1.07045e+12 1.46564e+12 ],0.686681,40,5000,9.69372,[ 0.0262743 0.0408691 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,5000,0.6,0.99
False,[ 0.0732339 -1.16465e+09 1.05911e+09 -6.10178e+08 9.91609e+09 1.50815e+10 ],0.68668,40,5000,9.58645,[ 0.0262748 0.0408686 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,5000,0.6,0.99
False,[ 0.0732339 3.29377e+09 1.63838e+11 -2.13302e+11 1.50565e+12 1.31582e+12 ],0.68668,40,5000,9.52613,[ 0.0262756 0.0408679 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,5000,0.6,0.99
False,[ 0.0731699 472.191 -607.888 204.534 1642.9 6399.3 ],0.690746,40,400,0.433475,[ 0.0262757 0.0408676 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,400,0.6,0.99
False,[ 0.0731545 -125.639 43.0931 5.8962 1406.63 750.946 ],0.68836,40,400,0.432602,[ 0.0262747 0.0408686 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,400,0.6,0.99
False,[ 0.0732069 -73.8671 72.4655 -32.1294 1569.72 640.466 ],0.686994,40,400,0.530665,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,400,0.6,0.99
False,[ 0.0732328 87.1304 -323.788 -203.683 10411.2 7215.28 ],0.687623,40,400,0.66441,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,400,0.6,0.99
False,[ 0.074301 1.08256 -0.167087 -2.04178 1.97457 3.89899 ],0.173896,40,1000,0.736306,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0743289 0.161016 -0.0153436 -0.434063 2.39096 3.61687 ],0.181049,40,1000,0.720769,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0742165 1.64512 -0.192914 -2.90921 2.26319 4.14515 ],0.172353,40,1000,0.731445,[ 0.074301 1.08256 -0.167087 -2.04178 1.97457 3.89899 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0742826 0.208524 -0.0405225 -0.511969 2.20735 3.79146 ],0.182278,40,1000,0.712734,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0743563 2.41001 -0.387512 -4.2539 2.12455 4.19485 ],0.177503,40,1000,0.720394,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0742928 1.31976 -0.0580207 -2.3363 2.4715 4.09574 ],0.176235,40,1000,0.705102,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.074147 0.196624 -0.0132231 -0.544678 1.62735 3.19278 ],0.174741,40,1000,0.730068,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0741064 0.161124 0.0190978 -0.487461 1.8207 3.11385 ],0.174825,40,1000,0.697079,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0742229 0.944777 -0.124211 -1.77274 2.11563 3.96301 ],0.172839,40,1000,0.715383,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0741562 0.832785 -0.117778 -1.62129 1.93734 3.78785 ],0.173795,40,1000,0.736967,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0741333 0.211343 0.0435855 -0.580161 2.079 3.21469 ],0.174672,40,1000,0.741147,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0525481 1.43101 -2.02721 0.064802 0.0530376 5.47081 ],0.152753,40,1000,0.734821,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0622037 1.64711 -1.91238 0.036552 0.175235 5.13877 ],0.123086,40,1000,0.712095,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0731602 -0.0731424 0.0906638 -0.033218 1.88913 2.52451 ],0.227994,40,1000,0.736512,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
True,[ 0.13127 0.698466 -1.42646 -0.242729 0.0780891 3.70679 ],0.00860766,40,54,0.0409888,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
True,[ 0.424515 0.195333 -1.38415 -1.018 0.462757 5.30948 ],0.00838877,40,67,0.0718519,[ 0.0262752 0.0408682 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0617338 6.75939 -7.09221 0.0381162 0.143501 5.20929 ],0.120948,40,1000,0.716011,[ 0.0262773 0.0408664 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0626397 6.0375 -6.37144 0.0355443 0.147054 5.05464 ],0.12099,40,1000,0.709794,[ 0.0262725 0.040871 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.061607 6.93303 -7.26709 0.0385185 0.142658 5.18492 ],0.120665,40,1000,0.741861,[ 0.0262726 0.0408711 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0521987 3.91284 -6.35627 0.0658805 0.0127428 5.49102 ],0.152004,40,1000,0.74596,[ 0.0262769 0.0408667 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0615722 0.302032 -0.50319 0.0384903 0.223575 5.10808 ],0.126382,40,1000,0.724971,[ 0.0262733 0.0408704 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0624589 3.10281 -3.39895 0.0360048 0.161002 5.13531 ],0.121771,40,1000,0.782147,[ 0.0262742 0.0408689 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0521618 8.16057 -9.31045 0.0659658 0.0271308 5.47906 ],0.152357,40,1000,0.749245,[ 0.0262761 0.0408674 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0519574 26.4801 -26.8806 0.0665778 0.0793931 5.49156 ],0.15074,40,1000,0.729571,[ 0.0262767 0.0408664 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.0613473 4.62246 -4.93348 0.0392021 0.150541 5.13791 ],0.121628,40,1000,0.783721,[ 0.0262761 0.0408674 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
False,[ 0.062026 7.13181 -7.47052 0.0372967 0.142891 5.13723 ],0.120517,400,10000,69.2581,[ 0.0262758 0.0408677 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],400,0.01,10000,0.6,0.99
True,[ 0.20074 -0.132373 -0.0483559 -0.287992 2.24532 4.12517 ],0.00838264,40,92,0.0735589,[ 0.0262738 0.0408698 0 0 1.89159 1.89159 ],[ 0.7 0.7 0.7 0.7 0.7 0.7 ],40,0.01,1000,0.6,0.99
